,error_baseline,performance_baseline,error_task,performance_task,bdi,condition_list,pid,pid_nr,confidence_baseline,confidence_task,error_change_baseline,error_change_task,estimate_baseline,estimate_task,subtrial_std_baseline,subtrial_var_baseline,subtrial_std_task,subtrial_var_task,subtrial_error_mean_baseline,subtrial_error_variance_baseline,subtrial_error_std_baseline,subtrial_error_mean_task,subtrial_error_variance_task,subtrial_error_std_task,a_empirical,feedback,session
24,[],[],[31.  4. -7. -1.  3. -2.  6. -7. 11.  4.  6. 11.  1. -7.  1.],[31.  4.  7.  1.  3.  2.  6.  7. 11.  4.  6. 11.  1.  7.  1.],6.0,neut,5c17678df2012800012adfa2,24,[],"[100. 100. 100.  92.  88.  89. 100. 100. 100. 100. 100. 100. 100. 100.
  91.]",[],[-27.   3.  -6.   2.  -1.   4.   1.   4.  -7.   2.   5. -10.   6.  -6.],[],"[ 44.          42.66666667  86.66666667  61.66666667 113.33333333
  95.          70.66666667  76.66666667  63.          61.66666667
  58.33333333  55.          35.33333333  74.33333333  50.66666667]",[],[],"[35.53871129 32.34707612 12.58305739 38.18813079  5.77350269 17.32050808
 39.8288003  44.8144322  38.0394532  31.75426481  7.63762616 26.45751311
 17.09775814 48.85011088 47.07794954]","[1263.         1046.33333333  158.33333333 1458.33333333   33.33333333
  300.         1586.33333333 2008.33333333 1447.         1008.33333333
   58.33333333  700.          292.33333333 2386.33333333 2216.33333333]",[],[],[],"[12.         10.66666667 19.66666667  9.66666667  6.33333333  8.33333333
 11.33333333  4.33333333  7.         18.66666667  7.         15.66666667
  3.33333333  4.          2.33333333]","[273.         177.33333333 145.33333333  60.33333333  33.33333333
 120.33333333 165.33333333   6.33333333  16.         161.33333333
  13.         212.33333333   6.33333333   7.           2.33333333]","[16.52271164 13.31665624 12.05542755  7.76745347  5.77350269 10.96965511
 12.85820101  2.51661148  4.         12.70170592  3.60555128 14.571662
  2.51661148  2.64575131  1.52752523]","[0.0, 0.0, 0.3636363636380165, -0.49999999999375, -1.0000000001, -0.5789473684240997, -0.0, -0.0, 0.0, -0.0, 0.0, 0.0, 0.0, -90000000000.0]","[100. 100.  78. 100.  87.  70.  78.  78. 100.  78. 100. 100. 100. 100.
 100.]",0
25,[],[],"[ -4.  -1. -32.  -6. -27. -27.  -1. -22.  -9.  -1.  -4. -14. -14. -52.
  -1.]",[ 4.  1. 32.  6. 27. 27.  1. 22.  9.  1.  4. 14. 14. 52.  1.],3.0,neut,5c1972616acd8c000129e72c,25,[],[72. 77. 67. 72. 57. 75. 76. 65. 72. 75. 67. 71. 84. 67. 75.],[],[ -3.  31. -26.  21.   0. -26.  21. -13.  -8.   3.  10.   0.  38. -51.],[],"[33.33333333 30.         55.         40.         76.66666667 61.66666667
 46.66666667 63.33333333 45.         31.66666667 40.         41.66666667
 26.66666667 48.33333333 36.66666667]",[],[],"[14.43375673 17.32050808 18.02775638 25.          5.77350269 20.20725942
 25.16611478 33.29164059 25.         10.40833    10.         22.54624876
 11.54700538 25.6580072  28.86751346]","[ 208.33333333  300.          325.          625.           33.33333333
  408.33333333  633.33333333 1108.33333333  625.          108.33333333
  100.          508.33333333  133.33333333  658.33333333  833.33333333]",[],[],[],"[ 4.          2.         16.66666667 20.66666667 30.33333333 27.66666667
 14.         17.66666667 15.66666667 11.33333333 14.         19.
  5.33333333 30.         13.        ]","[  0.           3.         201.33333333 357.33333333  33.33333333
 196.33333333 399.         146.33333333 357.33333333  86.33333333
 100.         439.          56.33333333 687.         432.        ]","[ 0.          1.73205081 14.18919777 18.90326251  5.77350269 14.0118997
 19.97498436 12.09683154 18.90326251  9.29157324 10.         20.95232684
  7.5055535  26.21068484 20.78460969]","[4.9999999995, -0.49999999999750006, -0.26315789473822715, -0.8333333333287037, 180000000000.0, -0.052631578947645426, 0.5000000000022727, -0.31818181818326446, 0.16666666666574076, 0.4210526315811634, 40000000000.0, -6.5000000003250005, -1.0624999999933595, 80000000000.0]","[ 73.  97.  48.  90.  57.  56.  54.  43.  90.  56.  67.  69. 100.  67.
  97.]",0
26,[],[],"[-25.  -7. -58.  -8. -51. -59. -10. -48. -15.  -3. -15. -25. -21. -49.
  -4.]",[25.  7. 58.  8. 51. 59. 10. 48. 15.  3. 15. 25. 21. 49.  4.],8.0,neut,5c27d5e21d4eb70001177422,26,[],"[ 28.  30. 100.  44.  41.  31.  17.  26.  29.  27.  19.  13.  12.  13.
  17.]",[],[-18.  51. -50.  43.   8. -49.  38. -33. -12.  12.  10.  -4.  28. -45.],[],"[17.33333333 20.33333333 38.33333333 29.         50.         40.66666667
 25.33333333 40.         35.66666667 26.         32.33333333 32.66666667
 22.         45.33333333 29.        ]",[],[],"[10.11599394  9.29157324  9.29157324 16.52271164  5.29150262 13.57694124
 15.0443788  24.75883681 15.27525232  7.          5.77350269 19.75685535
  9.53939201 24.58319209 21.65640783]","[102.33333333  86.33333333  86.33333333 273.          28.
 184.33333333 226.33333333 613.         233.33333333  49.
  33.33333333 390.33333333  91.         604.33333333 469.        ]",[],[],[],"[14.66666667 11.66666667 33.33333333 31.66666667 57.         48.66666667
 35.33333333 38.33333333 25.         17.         21.66666667 28.
 10.         33.         20.66666667]","[ 80.33333333  97.33333333 457.33333333 726.33333333  28.
 290.33333333 805.33333333 670.33333333 859.         148.
  33.33333333 559.          91.         633.         784.33333333]","[ 8.96288644  9.86576572 21.38535324 26.95057204  5.29150262 17.03917056
 28.37839554 25.89079631 29.30870178 12.16552506  5.77350269 23.64318084
  9.53939201 25.15949125 28.00595175]","[20000000000.0, 3.4999999999825, 2.5454545454661157, -0.13636363636301654, -4.99999999975, 0.736842105267036, -0.5625000000035156, -0.1363636363642562, -0.09523809523764173, 0.44444444444691356, -60000000000.0, 1.0000000001, 0.04545454545433884, -4.0000000004]",[28. 50. 78. 66. 43. 12.  1.  4. 50.  9. 19. 12. 34. 12. 37.],0
27,[],[],"[ -1.   0. -19.   7. -30. -42.   0.   3.   2.   6.  -6.  -4.  -2.  -7.
   4.]",[ 1.  0. 19.  7. 30. 42.  0.  3.  2.  6.  6.  4.  2.  7.  4.],1.0,neut,5c281bb85454860001dfe95f,27,[],[81. 88. 84. 68. 81. 78. 71. 85. 70. 89. 64. 86. 80. 84. 89.],[],[ -1.  19. -12.  23.  12. -42.   3.  -1.   4.   0.  -2.  -2.   5.  -3.],[],"[33.33333333 38.33333333 62.66666667 52.66666667 77.66666667 57.
 56.         77.66666667 54.66666667 46.33333333 50.66666667 49.66666667
 33.         70.66666667 47.66666667]",[],[],"[17.09775814 23.43786111 21.96208855 23.58671943  4.04145188  8.
 30.64310689 47.60602203 33.02019584 17.0098011   6.42910051 28.50146195
 16.46207763 40.85747586 36.6924152 ]","[ 292.33333333  549.33333333  482.33333333  556.33333333   16.33333333
   64.          939.         2266.33333333 1090.33333333  289.33333333
   41.33333333  812.33333333  271.         1669.33333333 1346.33333333]",[],[],[],"[ 2.          6.33333333  9.         13.33333333 29.33333333 32.33333333
 14.66666667  4.          7.33333333  4.          6.         11.
  2.33333333  9.66666667  9.33333333]","[3.00000000e+00 3.23333333e+01 7.60000000e+01 2.70333333e+02
 1.63333333e+01 5.76333333e+02 2.10333333e+02 7.00000000e+00
 1.21333333e+02 7.00000000e+00 4.00000000e+00 2.47000000e+02
 3.33333333e-01 6.93333333e+01 4.63333333e+01]","[ 1.73205081  5.6862407   8.71779789 16.44181661  4.04145188 24.00694344
 14.50287328  2.64575131 11.01514109  2.64575131  2.         15.71623365
  0.57735027  8.326664    6.80685929]","[70000000000.0, -0.33333333333055554, 0.800000000004, 0.6499999999967501, -30000000000.0, 0.368421052633518, -0.736842105267036, 0.8333333333379629, 0.9047619047575964, 1.3157894736911355, -11.000000000550001, 6.0000000006, 0.21052631578836567, 4.9999999995]","[ 81. 100.  64.  88.  81.  59.  52.  67.  91.  70.  62.  85.  99.  85.
 100.]",0
28,[],[],"[  9.   3. -14.  17.  -2. -12.   5.   4.   6.  18.   3. -11.  20.  -2.
   8.]",[ 9.  3. 14. 17.  2. 12.  5.  4.  6. 18.  3. 11. 20.  2.  8.],3.0,neut,5c284ae48e845b0001fc40aa,28,[],[56. 59. 46. 45. 41. 41. 39. 38. 70. 80. 82. 89. 90. 97. 93.],[],[ -6.  11.   3. -15.  10.  -7.  -1.   2.  12. -15.   8.   9. -18.   6.],[],"[37.33333333 40.33333333 75.33333333 76.         91.66666667 87.33333333
 80.66666667 74.         59.33333333 71.         55.66666667 54.66666667
 42.         86.         57.33333333]",[],[],"[22.36813209 25.73583753 15.69500982 36.16628264 11.59022577 12.42309677
 47.60602203 44.93328388 30.00555504 33.60059523  3.21455025 36.90979996
 27.78488798 51.21523211 49.94330119]","[ 500.33333333  662.33333333  246.33333333 1308.          134.33333333
  154.33333333 2266.33333333 2019.          900.33333333 1129.
   10.33333333 1362.33333333  772.         2623.         2494.33333333]",[],[],[],"[ 5.33333333  8.33333333 13.         15.33333333 15.33333333 14.66666667
 20.          9.         10.66666667 28.          3.          8.66666667
 10.          9.          7.66666667]","[1.63333333e+01 4.63333333e+01 1.30000000e+01 1.34333333e+02
 1.34333333e+02 1.43333333e+01 6.31000000e+02 9.10000000e+01
 4.13333333e+01 4.36000000e+02 1.00000000e+00 1.63333333e+01
 7.90000000e+01 6.70000000e+01 3.33333333e-01]","[ 4.04145188  6.80685929  3.60555128 11.59022577 11.59022577  3.7859389
 25.11971337  9.53939201  6.42910051 20.88061302  1.          4.04145188
  8.88819442  8.18535277  0.57735027]","[-3.0000000003, -0.6842105263121885, 0.04761904761927437, -0.23529411764567476, 0.0, 0.10526315789529085, 0.05000000000025, -1.52380952381678, 0.47619047618820864, -0.0869565217395085, 70000000000.0, -1.0000000001, 0.699999999993, -1.9999999999]","[ 55.  78.  25.  62.  43.  22.  19.  17.  91.  57.  82.  88. 100.  99.
 100.]",0
29,[],[],"[ -8.   7.  -7.   2.  -7. -12.   1. -17.  -9.   1.  21. -14.  -4. -27.
   1.]",[ 8.  7.  7.  2.  7. 12.  1. 17.  9.  1. 21. 14.  4. 27.  1.],2.0,neut,5c2d79c9731cd10001b655a6,29,[],"[ 60.  68.  58.  58.  54.  55.  57.  90.  77.  80.  78.  85. 100.  84.
 100.]",[],[ -1.   0.  -5.   5.   5. -11.  16.  -8.  -8.  20.  -7. -10.  23. -26.],[],"[30.66666667 30.33333333 66.66666667 54.33333333 94.33333333 66.66666667
 42.33333333 64.66666667 45.66666667 51.33333333 75.         47.33333333
 31.33333333 67.33333333 41.33333333]",[],[],"[13.31665624  7.76745347 28.86751346 28.9194283  13.42882472 30.13856887
 19.13983629 35.57152419 24.00694344 25.4820198   5.         29.68725877
 16.16580754 40.51337228 33.48631561]","[ 177.33333333   60.33333333  833.33333333  836.33333333  180.33333333
  908.33333333  366.33333333 1265.33333333  576.33333333  649.33333333
   25.          881.33333333  261.33333333 1641.33333333 1121.33333333]",[],[],[],"[ 4.          8.33333333  5.         11.66666667 12.66666667 22.66666667
 19.         15.66666667 15.66666667  8.33333333 21.         14.
  2.         11.66666667  9.66666667]","[ 13.          37.33333333   3.         180.33333333 180.33333333
 166.33333333 604.         145.33333333 357.33333333  44.33333333
  25.         169.           3.         185.33333333 225.33333333]","[ 3.60555128  6.11010093  1.73205081 13.42882472 13.42882472 12.89702808
 24.57641145 12.05542755 18.90326251  6.65832812  5.         13.
  1.73205081 13.61371857 15.011107  ]","[-8.0000000008, -0.49999999999750006, -0.0, -0.199999999999, 0.9999999999, -0.1000000000005, -1.8333333333435184, 0.7222222222262344, 0.14999999999925, 0.0869565217395085, 70000000000.0, -15.0000000015, -160000000000.0, 15.9999999984]","[ 59.  88.  39.  78.  55.  35.  39.  72.  97.  57.  78.  84. 100.  85.
 100.]",0
30,[],[],"[ -9.   8. -24.  -2. -44. -37.  -1. -20.   9.   7.   6.  -4.   2.  -8.
   6.]",[ 9.  8. 24.  2. 44. 37.  1. 20.  9.  7.  6.  4.  2.  8.  6.],4.0,neut,5c37aa8b832a8400010983b3,30,[],[42. 55. 60. 41. 38. 46. 38. 46. 25. 46. 38. 37. 45. 23. 38.],[],[ -1.  16. -22.  42.  -7. -36.  19. -11.  -2.  -1.  -2.  -2.   6.  -2.],[],"[31.33333333 37.         67.33333333 42.33333333 71.33333333 58.66666667
 37.66666667 59.33333333 57.66666667 56.66666667 53.33333333 52.33333333
 36.66666667 70.33333333 46.33333333]",[],[],"[11.8462371  13.         15.50268794 27.06165799 10.40833    16.28905563
 19.13983629 32.86842456 31.34219733 26.08320021  6.5064071  25.57994006
 17.0098011  38.94012498 30.92463958]","[ 140.33333333  169.          240.33333333  732.33333333  108.33333333
  265.33333333  366.33333333 1080.33333333  982.33333333  680.33333333
   42.33333333  654.33333333  289.33333333 1516.33333333  956.33333333]",[],[],[],"[ 5.33333333  6.33333333 13.         18.33333333 35.66666667 30.66666667
 23.         20.33333333 11.         13.66666667  4.66666667 13.
  4.66666667 11.33333333 13.33333333]","[ 10.33333333  14.33333333 121.         272.33333333 108.33333333
 212.33333333 588.         342.33333333  84.          97.33333333
  10.33333333 171.          14.33333333  72.33333333 104.33333333]","[ 3.21455025  3.7859389  11.         16.50252506 10.40833    14.571662
 24.24871131 18.50225212  9.16515139  9.86576572  3.21455025 13.07669683
  3.7859389   8.50490055 10.21436896]","[-13.0000000013, 0.24999999999875003, 0.9500000000047499, -0.14999999999925, -8.0000000008, 0.380952380954195, -0.380952380954195, 1.0000000000047617, 1.04999999999475, 0.380952380954195, 1.0000000001, -8.0000000008, -1.2941176470512112, 7.499999999625]",[41. 75. 40. 61. 37. 25. 17. 25. 45. 25. 37. 36. 62. 25. 60.],0
31,[],[],"[  0.  -1.  13.   0.  23. -37.  -1.  -7.  -9.   2.   1.  -8.  -6.  13.
  -3.]",[ 0.  1. 13.  0. 23. 37.  1.  7.  9.  2.  1.  8.  6. 13.  3.],6.0,neut,5c3d824ae0ea820001461dd6,31,[],[62. 62. 53. 61. 50. 46. 64. 60. 56. 53. 63. 64. 60. 62. 57.],[],[  1.  12. -13.  23.  14. -36.   6.   2.  -7.  -1.   7.  -2.   7. -10.],[],"[ 33.33333333  34.          79.          53.66666667 133.
  64.66666667  50.          75.          51.          44.33333333
  50.          59.66666667  30.66666667  84.66666667  45.33333333]",[],[],"[17.89785834 22.53885534 36.0970913  34.64582707  5.19615242  9.23760431
 30.         43.30127019 36.37306696 19.13983629  8.66025404 46.04707736
 15.011107   53.59415391 47.34272207]","[ 320.33333333  508.         1303.         1200.33333333   27.
   85.33333333  900.         1875.         1323.          366.33333333
   75.         2120.33333333  225.33333333 2872.33333333 2241.33333333]",[],[],[],"[ 1.33333333  2.66666667  8.66666667  7.         26.         24.66666667
 10.66666667  6.          9.66666667  4.          5.33333333  4.33333333
  2.66666667  6.33333333  4.33333333]","[  1.33333333   8.33333333  34.33333333  79.          27.
 456.33333333 202.33333333   3.          49.33333333   4.
  56.33333333  12.33333333   8.33333333  34.33333333   5.33333333]","[ 1.15470054  2.88675135  5.85946528  8.88819442  5.19615242 21.36195996
 14.2243922   1.73205081  7.02376917  2.          7.5055535   3.51188458
  2.88675135  5.85946528  2.30940108]","[0.0, -0.44999999999775003, -0.400000000002, -0.5238095238070295, -3.9999999996, -0.8571428571469387, 0.200000000001, 0.200000000001, -0.16666666666574076, -0.5000000000025, 0.9999999999, 2.0000000001, 0.10526315789418283, -4.9999999995]",[63. 82. 33. 82. 51. 25. 44. 40. 74. 33. 64. 62. 79. 63. 76.],0
32,[],[],"[ -9.   0. -32.  -1. -27. -22.  -1. -22.  -4.  -1.  -9. -14.  -9. -27.
   1.]",[ 9.  0. 32.  1. 27. 22.  1. 22.  4.  1.  9. 14.  9. 27.  1.],2.0,neut,5c3e32cd9ef99e00016a6f59,32,[],[91. 91. 90. 88. 90. 90. 91. 90. 89. 90. 90. 61. 91. 91. 90.],[],[ -9.  32. -31.  26.  -5. -21.  21. -18.  -3.   8.   5.  -5.  18. -26.],[],"[29.33333333 28.         50.         48.33333333 78.33333333 70.
 40.66666667 63.33333333 48.66666667 32.66666667 46.66666667 40.
 29.         60.33333333 41.        ]",[],[],"[13.65039682  8.88819442 21.79449472 33.29164059  2.88675135 25.98076211
 26.1023626  37.5277675  27.02468008 11.01514109  2.88675135 20.
 13.85640646 34.06366588 33.77869151]","[ 186.33333333   79.          475.         1108.33333333    8.33333333
  675.          681.33333333 1408.33333333  730.33333333  121.33333333
    8.33333333  400.          192.         1160.33333333 1141.        ]",[],[],[],"[ 4.          6.66666667 21.66666667 12.33333333 28.66666667 19.33333333
 20.         15.         12.         10.33333333  7.33333333 20.66666667
  3.         18.          9.33333333]","[ 19.          69.33333333  86.33333333 112.33333333   8.33333333
  21.33333333 327.         147.         304.          66.33333333
   8.33333333 562.33333333  27.         243.         234.33333333]","[ 4.35889894  8.326664    9.29157324 10.59874206  2.88675135  4.61880215
 18.08314132 12.12435565 17.43559577  8.14452782  2.88675135 23.71356855
  5.19615242 15.58845727 15.30795   ]","[0.0, -0.11111111110987654, 0.11111111111172839, 0.16666666666527777, 0.0, -0.055555555555864194, 0.05000000000025, 0.055555555555864194, 0.09090909090826446, -0.0, -290000000000.0, 300000000000.0, 0.0, -0.9999999999]","[ 92. 100.  72. 100.  90.  72.  71.  72. 100.  72.  90.  61. 100.  92.
 100.]",0
33,[],[],"[-15.  -2. -47.  -4. -46. -49.  -3. -37. -13.  -1. -14. -14. -12. -40.
  -1.]",[15.  2. 47.  4. 46. 49.  3. 37. 13.  1. 14. 14. 12. 40.  1.],5.0,neut,5c41d2ff69e10000017c9368,33,[],[55. 58. 62. 60. 47. 54. 57. 55. 44. 47. 39. 44. 50. 48. 56.],[],[-13.  45. -43.  42.   3. -46.  34. -24. -12.  13.   0.  -2.  28. -39.],[],"[27.         26.33333333 45.66666667 37.66666667 60.66666667 51.33333333
 35.         52.33333333 40.66666667 36.66666667 39.33333333 40.66666667
 29.         52.66666667 33.        ]",[],[],"[10.44030651 13.57694124 12.66227994 21.00793501  1.52752523 14.2243922
 16.09347694 28.88482877 21.5019379  14.46835628  1.15470054 21.00793501
 11.53256259 26.57693235 21.65640783]","[109.         184.33333333 160.33333333 441.33333333   2.33333333
 202.33333333 259.         834.33333333 462.33333333 209.33333333
   1.33333333 441.33333333 133.         706.33333333 469.        ]",[],[],[],"[ 5.66666667  5.66666667 26.         23.         46.33333333 38.
 25.66666667 26.         20.          6.33333333 14.66666667 20.
  5.66666667 26.33333333 16.66666667]","[ 65.33333333  30.33333333 337.         511.           2.33333333
 273.         785.33333333 433.         499.          22.33333333
   1.33333333 511.          32.33333333 482.33333333 784.33333333]","[ 8.08290377  5.50757055 18.35755975 22.60530911  1.52752523 16.52271164
 28.02379941 20.80865205 22.3383079   4.72581563  1.15470054 22.60530911
  5.6862407  21.96208855 28.00595175]","[30000000000.0, 0.199999999999, 0.11111111111172839, -0.6842105263121885, -7.0000000007, -0.15789473684293628, 0.11111111111172839, 0.55000000000275, 0.13636363636301654, 0.4210526315811634, 1.6666666666111112, -3.00000000015, -0.09523809523764173, 80000000000.0]",[55. 78. 44. 79. 46. 35. 39. 35. 66. 28. 42. 42. 71. 48. 74.],0
34,[],[],"[ -9.   4. -22.  -2. -52. -27.  -1.  -7.  -9.   1.  -4.  -9.  -4. -37.
  -1.]",[ 9.  4. 22.  2. 52. 27.  1.  7.  9.  1.  4.  9.  4. 37.  1.],3.0,neut,5c48aa0551c26300012d04d9,34,[],[75. 68. 55. 50. 48. 64. 69. 46. 75. 75. 64. 79. 84. 53. 74.],[],[ -5.  18. -20.  50. -25. -26.   6.   2.  -8.   3.   5.  -5.  33. -36.],[],"[33.33333333 28.33333333 66.66666667 53.         70.         66.66666667
 41.66666667 70.66666667 49.         40.66666667 51.66666667 45.
 30.66666667 55.         40.        ]",[],[],"[10.40833     5.77350269 16.07275127 35.59494346 18.02775638 23.09401077
 22.54624876 42.44211745 29.20616373 16.16580754  2.88675135 25.
 16.77299417 21.79449472 30.41381265]","[ 108.33333333   33.33333333  258.33333333 1267.          325.
  533.33333333  508.33333333 1801.33333333  853.          261.33333333
    8.33333333  625.          281.33333333  475.          925.        ]",[],[],[],"[ 7.33333333  9.          9.66666667  7.66666667 37.         22.66666667
 19.          8.33333333 12.33333333  3.          3.         15.66666667
  2.         29.33333333 12.33333333]","[  8.33333333  75.         120.33333333  66.33333333 325.
  56.33333333 439.          65.33333333 177.33333333   3.
   3.         357.33333333   3.         316.33333333 292.33333333]","[ 2.88675135  8.66025404 10.96965511  8.14452782 18.02775638  7.5055535
 20.95232684  8.08290377 13.31665624  1.73205081  1.73205081 18.90326251
  1.73205081 17.7857621  17.09775814]","[-6.9999999993, -0.6499999999967501, 0.25000000000125, -0.09523809523764173, 160000000000.0, -0.25000000000125, 1.15000000000575, -1.3809523809589568, 0.0, 0.5789473684240997, -7.5000000003750005, -2.500000000125, -1.9374999999878908, 210000000000.0]","[ 76.  88.  35.  71.  48.  44.  49.  25.  97.  56.  62.  77. 100.  53.
  93.]",0
35,[],[],"[ -1.   0. -45.   0. -41. -39.   0. -19.   0.   0.  -2.  -2.  -2. -33.
   0.]",[ 1.  0. 45.  0. 41. 39.  0. 19.  0.  0.  2.  2.  2. 33.  0.],2.0,neut,5c49ed279e854c0001a8d380,35,[],"[ 43.  55.  10.  20.  14.   9. 100. 100.  14.  60.  25.  30.  43.  12.
  52.]",[],[ -1.  45. -45.  41.  -2. -39.  19. -19.   0.   2.   0.   0.  31. -33.],[],"[32.33333333 32.         60.33333333 51.33333333 66.66666667 69.
 45.66666667 65.66666667 47.66666667 41.66666667 53.33333333 51.33333333
 31.33333333 55.66666667 39.        ]",[],[],"[17.92577288 18.1934054   2.081666   26.65207934  5.03322296 14.52583905
 23.58671943 38.68246804 24.13158373 17.89785834  1.15470054 30.00555504
 17.89785834 30.03886372 30.31501278]","[3.21333333e+02 3.31000000e+02 4.33333333e+00 7.10333333e+02
 2.53333333e+01 2.11000000e+02 5.56333333e+02 1.49633333e+03
 5.82333333e+02 3.20333333e+02 1.33333333e+00 9.00333333e+02
 3.20333333e+02 9.02333333e+02 9.19000000e+02]",[],[],[],"[ 1.          0.66666667 18.66666667 14.66666667 40.33333333 21.
 15.         12.66666667 13.          1.33333333  0.66666667  9.33333333
  0.66666667 22.66666667 11.33333333]","[1.00000000e+00 3.33333333e-01 5.22333333e+02 3.57333333e+02
 2.53333333e+01 3.64000000e+02 4.41000000e+02 1.20333333e+02
 5.07000000e+02 1.33333333e+00 1.33333333e+00 2.09333333e+02
 1.33333333e+00 3.86333333e+02 3.52333333e+02]","[ 1.          0.57735027 22.85461296 18.90326251  5.03322296 19.07878403
 21.         10.96965511 22.5166605   1.15470054  1.15470054 14.46835628
  1.15470054 19.65536398 18.7705443 ]","[120000000000.0, -2.2499999999887503, -1.1111111111234568, -0.2857142857129252, 5.0000000005, -11.375000000142187, -0.0, 3.909090909108677, 2.5555555555413583, 1.75000000000875, -5.0000000005, -13.0000000013, -1.5499999999922502, 19.999999999]",[43. 75.  1. 41. 13.  1. 78. 78. 32. 40. 24. 29. 63. 14. 71.],0
36,[],[],"[ -4.   3. -42.  -3. -42. -37.  -4. -32. -19.  -6. -14. -19. -14. -37.
  -3.]",[ 4.  3. 42.  3. 42. 37.  4. 32. 19.  6. 14. 19. 14. 37.  3.],8.0,neut,5c5144bb1b67050001c101e6,36,[],[62. 55. 62. 64. 54. 54. 65. 52. 61. 61. 55. 59. 54. 53. 55.],[],[ -1.  39. -39.  39.  -5. -33.  28. -13. -13.   8.   5.  -5.  23. -34.],[],"[30.         31.33333333 53.33333333 41.         66.66666667 58.33333333
 39.         54.         40.         31.66666667 38.33333333 38.33333333
 25.33333333 52.66666667 36.66666667]",[],[],"[17.32050808 16.28905563 10.40833    23.51595203  2.88675135 20.20725942
 21.51743479 32.14031736 27.83882181 14.43375673  2.88675135 20.20725942
 12.70170592 30.022214   28.93671255]","[ 300.          265.33333333  108.33333333  553.            8.33333333
  408.33333333  463.         1033.          775.          208.33333333
    8.33333333  408.33333333  161.33333333  901.33333333  837.33333333]",[],[],[],"[ 2.          2.66666667 18.33333333 19.66666667 40.33333333 31.
 21.66666667 24.33333333 20.66666667 11.33333333 15.66666667 22.33333333
  6.66666667 25.66666667 13.66666667]","[  3.           2.33333333 426.33333333 404.33333333   8.33333333
 108.         506.33333333 316.33333333 242.33333333  21.33333333
   8.33333333 537.33333333  40.33333333 385.33333333 409.33333333]","[ 1.73205081  1.52752523 20.64784089 20.10804151  2.88675135 10.39230485
 22.50185178 17.7857621  15.56705924  4.61880215  2.88675135 23.18045153
  6.35085296 19.62990915 20.23198787]","[-6.9999999993, 0.34999999999825004, -0.11111111111172839, -0.5263157894709142, 0.0, -0.5789473684240997, 0.5909090909117768, -0.45000000000224993, 0.0, 0.30000000000149996, 40000000000.0, 2.500000000125, -0.04999999999975, 20000000000.0]",[63. 75. 44. 83. 55. 35. 43. 32. 82. 41. 55. 57. 74. 53. 75.],0
37,[],[],"[ 16.  -1.  13.  -1.  -7.  -2.  -3.   3.   6.  24.  11.  -9.  -9. -12.
   6.]",[16.  1. 13.  1.  7.  2.  3.  3.  6. 24. 11.  9.  9. 12.  6.],6.0,neut,5c514a079c016f0001f54889,37,[],[70. 56. 55. 53. 48. 54. 57. 68. 47. 52. 62. 59. 72. 67. 68.],[],[-15.  12. -12.   6.  -5.   1.   0.   3.  18. -13.  -2.   0.   3.  -6.],[],"[37.         38.33333333 93.33333333 66.66666667 91.66666667 85.
 57.66666667 76.66666667 56.66666667 66.66666667 70.         50.
 27.33333333 60.33333333 40.        ]",[],[],"[28.68797658 27.53785274 25.16611478 45.09249753  7.63762616 26.45751311
 47.28988616 49.32882862 35.11884584 20.20725942  5.         32.78719262
 15.30795    40.37738641 26.05762844]","[ 823.          758.33333333  633.33333333 2033.33333333   58.33333333
  700.         2236.33333333 2433.33333333 1233.33333333  408.33333333
   25.         1075.          234.33333333 1630.33333333  679.        ]",[],[],[],"[ 7.          7.         21.66666667  6.66666667 15.33333333  5.
  5.          3.66666667  8.         23.66666667 16.         10.66666667
  4.66666667 18.         15.        ]","[ 61.          63.         156.33333333  66.33333333  58.33333333
  37.          12.           9.33333333  67.          56.33333333
  25.         112.33333333  14.33333333 283.         367.        ]","[ 7.81024968  7.93725393 12.50333289  8.14452782  7.63762616  6.08276253
  3.46410162  3.05505046  8.18535277  7.5055535   5.         10.59874206
  3.7859389  16.82260384 19.15724406]","[-140000000000.0, -0.05555555555524692, 0.1000000000005, -0.23809523809410432, 60000000000.0, -0.15789473684293628, -0.6111111111145061, 1.0500000000052498, 0.23809523809410432, -0.5000000000025, -2.9999999997, -6.5000000003250005, -0.2777777777762346, 10000000000.0]",[70. 74. 35. 74. 48. 35. 39. 48. 68. 32. 63. 57. 90. 67. 88.],0
